"제어번호","제목","저자","발행처","발행년도","ISBN번호","분류기호","대출횟수"
"000001591490","도쿄 :두 권으로 즐기는 완벽한 여행 분리형 가이드북 : 2023-24 최신개정판 .1 ,테마북 =Tokyo : theme book","정숙영 지음","길벗","2023","9791140703425","9","3"
"000001677195","도쿄대 암기법 :암기의 신이 알려주는 기억력 200% 활용법","미야구치 기미토시 지음","빅피시","2024","9791193128138","3","3"
"000001722364","돈 말고 무엇을 갖고 있는가 :세상의 잣대에 휘둘리지 않는 나라는 세계를 만드는 법","정지우 지음","마름모","2024","9791198506580","1","3"
"000001568966","돌봄이 돌보는 세계 :취약함을 가능성으로, 공존을 향한 새로운 질서","김창엽","동아시아","2022","9788962624441","3","3"
"000001476166","동서양 고전의 이해 .[1]","류종열","한국방송통신대학교출판문화원","2021","9788920038501","1","3"
"000001349442","동시대 큐레이팅의 역사 :큐레이팅의 문화, 문화의 큐레이팅","폴 오닐 지음","더플로어플랜","2019","9791196594701","6","3"
"000001548317","된다! 깨비의 DSLR&미러리스 사진 수업 :카메라 입문 강의만 600회 이상 : 10년 차 프로 강사의 강의를 한 권으로 만나다 =Gotcha! DSLR & mirroless[실은 mirrorless] class for beginner","박기덕 지음","이지스퍼블리싱","2022","9791163033257","6","3"
"000000656941","두 도시 이야기","찰스 디킨스 [지음]","창비","2014","9788936464349","8","3"
"000000040160","두 도시 이야기","찰스 디킨스 지음","푸른숲(푸른숲주니어)","2007","9788971844649","8","3"
"000001722635","뒤틀린 한국 의료 :의대 정원 너머 '진짜 보건의료 문제' 취재기","김연희 지음","산지니","2024","9791168613553","5","3"
"000001516171","듄 :메이킹필름북","타냐 라푸앵트 지음","문학수첩","2021","9788983928580","6","3"
"000001654487","디스 이즈 오사카 :오사카 교토 고베 나라 와카야마 : 2024~2025년 최신판 =This is Osaka","호밀씨 글?사진","TERRA(테라출판사)","2024","9791192767123","9","3"
"000001632018","디스 이즈 타이완 :2023~2024년 최신판 =This is Taiwan","신서희 글?사진","TERRA(테라출판사)","2023","9791192767109","9","3"
"000001611514","디스이즈스페인 :2023~2024년 최신판 =This is Spain","전혜진 글?사진","테라출판사(TERRA)","2023","9791192767062","9","3"
"000001574374","디스이즈파리 :2022~2023년 최신판 =This is Paris","김민준","Terra(테라)","2022","9788994939964","9","3"
"000000989140","디자인의 디자인","하라 켄야 [지음]","안그라픽스","2017","9788970598871","6","3"
"000001358786","디지털포렌식 기술 :컴퓨터 구조와 디지털 저장매체 / 파일시스템과 운영체제 / 응용프로그램과 네트워크 / 데이터베이스","노명선","미디어북","2018","9791189888015","0","3"
"000001398215","딥러닝의 통계적 이해 .[1] =A statistical understanding of deep learning","이긍희","한국방송통신대학교출판문화원(KNOU Press)","2020","9788920036811","0","3"
"000001641791","딸이 조용히 무너져 있었다 :의사 엄마가 기록한 정신질환자의 가족으로 살아가는 법","김현아 지음","창비","2023","9788936479411","5","3"
"000001048759","라이카, 영감의 도구","박지호 짓다","아르테","2017","9788950972929","6","3"
"000001278401","라이트룸 CC 무작정 따라하기 :최신버전 반영 =Lightroom CreativeCloud","박철민 지음","길벗","2018","9791160506372","0","3"
"000000847938","랭포드의 사진 강의","마이클 랭포드","북스힐","2009","9788955265644","6","3"
"000000006920","러닝 :한편의 세계사","토르 고타스 지음","책세상","2011","9788970137896","9","3"
"000001546977","러닝 Go :Go 개발자처럼 생각하는 방법","존 보드너 지음","한빛미디어","2022","9791162245309","0","3"
"000001579494","러시아 문학과 사상 :푸시킨?고골?도스토옙스키?톨스토이?체호프","이영범 저","보고사","2022","9791165873653","8","3"
"000001727987","레드 엠마 :아나키스트 엠마 골드만 자서전: 무삭제 완역판 .2","엠마 골드만 지음","북튜브","2024","9791192628325","3","3"
"000001339155","레스토랑의 사회학 :욕구와 근대 정체성의 형성","조안 핑켈스타인 지음","한울아카데미 : 한울엠플러스","2019","9788946071827","3","3"
"000000201639","로드","코맥 매카시 지음","문학동네","2008","9788954605908","8","3"
"000001368766","로마 걷기여행 =Roma walks","존 포트","터치아트","2020","9791187936343","9","3"
"000001738921","로마 제국과 로마 성풍속사 :쾌락과 권력의 만남 .1","오토 키퍼 지음","산수야","2020","9788980975150","3","3"
"000000832437","로봇 세계에서 살아남기 .1","김정욱 글","미래엔(MiraeN): 아이세움","2012","9788937883798","4","3"
"000000832438","로봇 세계에서 살아남기 .2","김정욱 글","미래엔(MiraeN)","2012","9788937883804","4","3"
"000001649546","리얼 독일 :독일을 가장 멋지게 여행하는 방법 : 2024~2025년 최신판","이주은","한빛라이프","2023","9791193080115","9","3"
"000001636329","리얼 하노이 :사파 하롱베이 : 하노이를 가장 멋지게 여행하는 방법 : 2023~2024년 최신판","박수정 지음","한빛라이프","2023","9791193080023","9","3"
"000001556826","마가복음 =The gospel according to Mark","신현우 지음","감은사","2021","9791190389372","2","3"
"000001355270","마도조사 :묵향동후 장편소설 .3","묵향동후 [지음]","BLap : 디앤씨미디어","2019","9791127853068","8","3"
"000001631180","마리 앙투아네트 :시대의 물결에 휩쓸려, 죽음을 맞이한 비운의 왕비","하세가와 마유호 감수","드루주니어 : 한국학술정보","2023","9791168019874","9","3"
"000001737344","마마랜스의 색다른 니트 :스타일리시한 뜨개옷과 소품 16","이하니 지음","hansmedia(한스미디어) : 한즈미디어","2024","9791193712856","5","3"
"000001737541","마법천자문 :손오공의 한자 대탐험 .65 ,믿음과 의리를 저버리다! 배신(背信)","알에스미디어 글","아울북: 북이십일","2024","9791171179138","7","3"
"000001406136","마음의 발걸음 :풍경, 정체성, 기억 사이를 흐르는 아일랜드 여행","리베카 솔닛 지음","반비","2020","9791190403276","9","3"
"000001462680","마음챙김 :뇌를 재설계하는 자기연민 수행","샤우나 샤피로 지음","Andromedian: 로크미디어","2021","9791135493218","1","3"
"000001738415","마천대루 :천쉐 장편소설","천쉐 지음","인플루엔셜","2025","9791168342590","8","3"
"000001582212","마태복음 ,1:1-13:52","신현우 지음","감은사","2022","9791190389747","2","3"
"000001735813","마하반야바라밀다경 .4","玄? 漢譯","혜안","2024","9788984947245","2","3"
"000001577908","만일 내가 인생을 다시 산다면 :벌써 마흔이 된 당신에게 해 주고 싶은 말들 42","김혜남 지음","메이븐","2022","9791190538510","1","3"
"000001643166","만화 한국 신화 :어린이를 위한 우리 인문학 .3 ,생명의 탄생, 삼승할망과 저승할망","박정효 글","다산어린이 : 다산북스","2023","9791130698434","2","3"
"000000085318","말 안 하기 게임","앤드루 클레먼츠 글","비룡소","2011","9788949121277","8","3"
"000001278287","말에서 내리지 않는 무사 .1","허영만 [글? 그림]","월드김영사: 김영사","2014","9788934968276","9","3"
"000000962736","말해서는 안 되는 너무 잔혹한 진실","다치바나 아키라 지음","레드스톤 : 인터파크씨엔이","2017","9791195793594","4","3"
"000001303137","맛있게 먹은 음식은 어떻게 똥이 될까?","이상배 글","What? School","2009","9788961551939","4","3"
"000001629519","망내인 :네트워크에 사로잡힌 사람들: 찬호께이 장편소설 =In the net","찬호께이 지음","한스미디어: 한즈미디어","2023","9791160079166","8","3"
"000001473100","망월폐견 :역사학자 전우용의 시사상식 사전 : 달 보고 짖는 개들","전우용 지음","새움: 새움출판사","2021","9791190473569","0","3"
"000001731249","매너의 역사 :품격은 어떻게 만들어지는가","설혜심 지음","휴머니스트출판그룹","2024","9791170872498","3","3"
"000001048086","매일 10분 왕기초 영문법의 기적 :영문법이 이해되고 영어패턴이 읽힌다!","키 영어학습방법 연구소 저","키출판사","2017","9788974575366","7","3"
"000001572385","매일 운이 좋아지는 21일 하루 명상 :부와 성공을 끌어당기는 잠재의식의 힘","채환 지음","중앙books : 중앙일보에스","2022","9788927806554","1","3"
"000001672396","먹는 타이완사 :전세계를 움직인 음식 문화의 내력","옹자인","글항아리","2024","9791169092111","9","3"
"000000778413","멋진 신세계","올더스 헉슬리 지음","태일소담: 소담출판사","2015","9788973814725","8","3"
"000001737511","멍텅구리 :한국 최초 신문 연재 네컷만화로 100년 전 날것의 식민지 조선을 보다","전봉관","더숲","2024","9791194273080","9","3"
"000001004579","메시지 :일상의 언어로 쓰여진 성경 옆의 성경 .[1] ,모세오경","유진 피터슨 [지음]","복있는사람","2017","9788963602172","2","3"
"000000014633","명상록","마르쿠스 아우렐리우스 지음","숲","2005","9788991290099","1","3"
"000001736237","명심보감 =The Migxin baojian","범입본 지음","민음사","2024","9788937472435","1","3"
"000001720652","명화잡사 :세상에서 가장 아름다운 명화에 담긴 은밀하고 사적인 15가지 스캔들","김태진 지음","오아시스","2024","9791168272040","6","3"
"000001360293","모네, 일상을 기적으로 :순간을 그린 화가, 모네의 치열했던 삶과 예술 이야기","라영환 지음","피톤치드","2019","9791186692370","6","3"
"000001674826","모두가 가면을 벗는다면 :자폐인 심리학자가 탐구한, 자신의 모습으로 살아가는 법","데번 프라이스 지음","디플롯","2024","9791193591031","5","3"
"000001367805","모든 것은 상대적이야","줄리아 수이 글","주니어김영사 : 김영사","2019","9788934999775","5","3"
"000001737901","모든 것은 예측 가능하다 :진단검사에서 뇌의 작동 원리까지, 세상을 설명하는 베이즈 정리의 놀라운 힘","톰 치버스 지음","김영사","2025","9791173320149","4","3"
"000001735720","모든 시험에 적용되는 33가지 진짜 공부법 :공부 속도를 미친 듯이 올리는 특급 비법","연수남 지음","다산북스","2024","9791130660820","3","3"
"000000044417","목욕탕 :다와다 요코 대표 소설","다와다 요코 지음","을유문화사","2011","9788932471686","8","3"
"000001730109","몬스터 .1","넬레 노이하우스 지음","북로드: 더난콘텐츠그룹","2024","9791158792237","8","3"
"000001652953","몰입의 즐거움","미하이 칙센트미하이 지음","해냄출판사","2021","9788973378869","1","3"
"000000971897","못난 조선 :16~18세기 조선?일본 비교","문소영 지음","나남","2013","9788930087162","9","3"
"000001271069","몽유병자들 :1914년 유럽은 어떻게 전쟁에 이르게 되었는가","크리스토퍼 클라크 지음","책과함께","2019","9791188990245","9","3"
"000000282444","몽테뉴 수상록","몽테뉴 지음","동서문화사","2012","9788949704272","1","3"
"000001228386","무신론 기자, 크리스천 과학자에게 따지다 :과학과 신앙에 얽힌 해묵은 편견 걷어 내기","우종학 지음","IVP: 한국기독교학생회출판부","2014","9788932813752","2","3"
"000001589667","무조건 합격하는 암기의 기술 :26살 9개월 만에 사법시험을 패스한 이윤규 변호사의 책 한 권 통째로 씹어먹는 공부법","이윤규 지음","더 퀘스트: 길벗","2023","9791140702725","3","3"
"000001723642","문명을 품은 인류의 공간 :city is the home of civilization : 도시 문명의 시작 그리고 지속가능성","민유기 지음","드레북스","2024","9791193946008","9","3"
"000001722182","문제 없는 수학책 :데카르트 수학책방이 알려주는 수학책 큐레이션","강미선","서사원","2024","9791168223028","4","3"
"000001517661","물리학의 길 :별자리 시대에서 양자물리학까지 우주확장의 역사 : 시간과 공간을 짓다","티모시 페리스 지음","생각의길 : 아름다운사람들","2021","9788965137184","4","3"
